,IR0,IR1,IR2,IR3,IR4,IR5,IR6,IR7,Smell,Turn,Move
8433,23,100,100,58,100,35,100,100,-12.5785334819858,-3.7735600445957402,10.0
8434,14,70,100,99,100,42,100,100,-9.015544442083353,-2.163730666100005,8.0
8435,7,3,99,100,100,48,100,100,-6.985658580711288,-45.0,2.0
8436,100,6,3,99,100,100,48,100,38.187742497267834,-33.54367725081965,12.0
8437,100,100,11,9,100,85,100,66,73.35016311810375,-114.0,20.0
8438,85,100,67,100,100,21,100,100,-172.99622234867763,-51.898866704603286,10.0
8439,100,66,100,40,100,100,19,89,-122.24244708492415,-36.67273412547724,10.0
8440,90,100,66,100,55,100,22,71,-86.90506363179202,-26.071519089537606,10.0
8441,58,100,89,99,51,100,35,19,-62.016278197110864,-18.60488345913326,10.0
8442,52,64,100,64,100,100,100,9,-44.35833988459956,31.692498034620133,12.0
8443,41,100,88,100,80,11,12,43,-77.66631029150318,3.7001069125490496,11.2
8444,32,100,96,100,94,16,70,52,-82.88047506182954,-24.864142518548864,10.0
8445,27,32,100,73,100,24,100,30,-59.21226972138015,-17.763680916414046,10.0
8446,100,10,70,100,100,34,100,29,-42.39929826450259,-57.71978947935078,12.0
8447,38,9,39,19,100,100,27,100,15.789437805025841,-40.26316865849225,12.0
8448,100,39,13,57,38,100,100,12,57.550491153166945,44.26514734595008,11.2
8449,30,8,8,32,100,100,17,100,13.676658403010947,-40.89700247909671,12.0
8450,100,31,11,13,43,100,12,100,56.11599377904707,25.834798133714123,12.0
8451,100,12,8,21,100,18,100,100,31.263414557455633,-17.62097563276331,11.2
8452,100,23,10,15,92,25,100,100,50.257429345924265,15.07722880377728,10.0
8453,100,13,9,20,100,27,100,100,36.15769044122362,-7.152692867632913,10.8
8454,100,16,9,16,100,37,100,100,44.49955696599318,13.349867089797954,10.0
8455,96,9,7,20,100,100,100,100,32.07013844362223,-35.37895846691333,12.0
8456,100,90,100,13,44,49,100,100,69.448823193478,2.8346469580434004,10.8
8457,100,82,100,17,62,60,100,100,68.29049565988532,20.487148697965598,10.0
8458,63,100,100,24,100,100,100,100,49.185519144688726,14.755655743406617,10.0
8459,55,100,100,33,76,100,100,100,35.51358470203229,10.654075410609687,10.0
8460,50,100,100,42,100,100,100,47,25.690413338764415,7.7071240016293245,10.0
8461,100,100,100,47,100,100,100,37,18.614161409315784,5.584248422794735,10.0
8462,100,100,100,38,100,100,100,28,13.507175075260307,4.052152522578091,10.0
8463,100,100,100,45,100,100,34,21,9.8159060614787,2.9447718184436096,10.0
8464,100,100,100,52,100,100,23,14,7.144354665131004,11.143306399539302,10.4
8465,100,100,100,59,100,100,12,100,-4.164810287719945,25.75055691368402,11.2
8466,51,99,100,100,100,18,77,100,-31.27359276482889,-9.382077829448667,10.0
8467,43,100,100,100,100,20,61,100,-22.85300696113802,-6.855902088341407,10.0
8468,36,100,99,71,100,21,65,100,-16.73984234128318,-127.0,20.0
8469,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8470,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8471,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8472,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8473,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8474,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8475,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8476,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8477,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8478,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8479,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8480,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8481,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8482,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8483,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8484,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8485,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8486,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8487,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8488,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8489,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8490,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8491,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8492,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8493,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8494,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8495,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8496,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8497,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8498,3,35,100,51,100,100,100,100,115.14531259685128,0.0,0.0
8499,3,35,100,51,100,100,100,100,115.14531259685128,-97.0,20.0
8500,100,100,37,11,100,62,100,100,-150.42275536308682,-81.12682660892605,11.6
8501,100,100,100,100,36,47,100,49,-71.81797001660777,-21.54539100498233,10.0
8502,100,75,100,100,100,30,100,48,-52.20928038400223,-15.662784115200667,10.0
8503,100,83,100,68,100,33,100,100,-38.10019271430343,-11.430057814291029,10.0
8504,20,100,91,77,100,38,100,100,-27.890608967022104,-8.367182690106631,10.0
8505,12,100,64,100,100,45,100,100,-20.47451158233946,-2.456941389880735,3.999999999999999
8506,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8507,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8508,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8509,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8510,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8511,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8512,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8513,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8514,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8515,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8516,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8517,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8518,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8519,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8520,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8521,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8522,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8523,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8524,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8525,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8526,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8527,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8528,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8529,9,100,67,100,100,47,100,100,-18.285432239008287,0.0,0.0
8530,9,100,67,100,100,47,100,100,-18.285432239008287,-101.0,20.0
8531,57,100,100,19,97,100,100,32,88.49571150620801,26.5487134518624,10.0
8532,100,88,22,27,100,100,31,38,64.57532550199903,19.372597650599708,10.0
8533,100,100,20,100,100,100,31,58,47.394569864749656,14.218370959424897,10.0
8534,100,100,24,100,100,39,38,100,34.94530855622736,10.483592566868207,10.0
8535,55,100,29,100,100,41,49,100,25.87238195802422,7.7617145874072655,10.0
8536,51,100,35,100,100,47,64,100,19.232820152183365,5.769846045655009,10.0
8537,48,100,40,100,100,54,82,100,14.358147086832105,4.3074441260496314,10.0
8538,43,100,45,100,100,62,100,99,10.769132266154656,3.2307396798463968,10.0
8539,36,92,50,39,89,71,100,18,8.119833660389418,2.4359500981168254,10.0
8540,29,85,55,45,96,80,100,13,6.159416903122747,19.847825070936825,10.8
8541,100,87,48,100,91,100,10,13,-14.925131306345179,58.522460608096445,12.8
8542,100,38,100,96,100,18,29,65,-79.62798774868475,-23.888396324605424,10.0
8543,60,39,37,100,100,25,24,100,-60.407849647617525,-18.122354894285255,10.0
8544,45,100,34,55,100,33,22,100,-46.3729470085575,-13.911884102567251,10.0
8545,37,45,100,45,100,44,21,92,-36.03410178305808,-10.810230534917423,10.0
8546,67,29,100,44,100,57,18,78,-28.38853316368204,-8.516559949104613,10.0
8547,63,19,44,47,100,100,15,68,-22.7425647057687,-6.82276941173061,10.0
8548,59,10,22,100,89,100,24,64,-18.615396665912954,-50.58461899977389,12.0
8549,100,65,45,18,100,96,100,97,39.48726359954594,11.846179079863782,10.0
8550,40,51,44,22,90,100,15,74,34.306116584374706,10.291834975312412,10.0
8551,33,42,43,26,90,20,100,100,31.532222559772208,9.459666767931662,10.0
8552,27,33,41,31,100,24,82,100,31.836327347296617,9.550898204188984,10.0
8553,42,26,39,38,100,100,72,13,175.225348210209,70.56760446306271,10.8
8554,19,37,100,43,100,19,56,19,105.89630521868958,31.76889156560687,10.0
8555,26,26,100,100,33,100,15,11,75.36610990853842,58.60983297256152,11.6
8556,100,100,100,39,52,17,18,17,17.174539842927516,5.1523619528782545,10.0
8557,84,100,100,100,52,21,24,7,12.303213530439166,48.69096405913175,12.0
8558,100,100,100,67,33,15,21,78,-37.37053528144503,-11.21116058443351,10.0
8559,100,17,100,56,46,16,30,65,-26.78140049007203,-8.034420147021608,10.0
8560,100,37,21,58,60,15,37,59,-19.211237785884805,-5.7633713357654415,10.0
8561,86,100,12,100,75,23,43,50,-13.792244022595014,-110.0,20.0
8562,9,100,47,100,42,100,84,6,99.1330797300626,45.0,2.0
8563,100,44,100,45,100,83,6,8,54.37215449187613,106.31164634756284,14.0
8564,100,28,100,75,19,34,100,61,-53.60195574927138,-16.080586724781416,10.0
8565,100,47,22,93,30,36,100,43,-38.45929953142752,-11.537789859428255,10.0
8566,100,100,28,94,81,42,100,34,-27.63581156022775,-8.290743468068325,10.0
8567,100,100,38,32,98,48,100,26,-19.881577413003356,-5.964473223901007,10.0
8568,38,100,100,37,100,55,27,20,-14.317628543370802,-4.2952885630112405,10.0
8569,23,99,100,43,100,62,20,13,-10.320682228806959,14.903795331357912,10.8
8570,100,95,100,51,81,75,10,9,-25.97532912352483,82.20740126294255,14.0
8571,100,37,100,80,26,20,100,83,-110.49380539816195,-33.14814161944859,10.0
8572,79,100,36,100,96,26,100,80,-79.05135574005988,-23.715406722017963,10.0
8573,63,89,100,49,98,38,23,100,-56.798663762068486,-17.039599128620544,10.0
8574,57,60,100,42,100,57,21,100,-40.923954464162875,-12.277186339248862,10.0
8575,54,46,95,100,89,100,21,100,-29.544880226857288,-8.863464068057185,10.0
8576,100,37,63,100,80,100,27,100,-21.36385528414928,-6.4091565852447845,10.0
8577,100,30,45,100,80,100,32,100,-15.470111303685997,-4.641033391105799,10.0
8578,100,24,33,100,84,100,37,100,-11.217621621431647,-3.365286486429494,10.0
8579,100,19,24,100,90,100,100,100,-8.1453443636413,-2.44360330909239,10.0
8580,100,100,17,98,97,39,100,100,-5.923057755662228,-1.7769173266986684,10.0
8581,100,100,10,62,100,45,100,100,-4.313697437616611,-1.2941092312849831,10.0
8582,100,100,23,37,100,51,100,100,-3.1468063595765443,-0.9440419078729633,10.0
8583,100,100,42,17,100,56,100,100,-2.299670591783638,-0.6899011775350914,10.0
8584,100,100,100,26,100,61,98,100,-1.6838547490848441,-0.5051564247254532,10.0
8585,100,100,100,35,100,84,81,100,-1.2355649671938522,-0.37066949015815565,10.0
8586,100,100,100,45,100,100,77,100,-0.9087391106869518,-0.2726217332060855,10.0
8587,97,100,100,54,100,100,82,16,-0.6700861729521534,-0.20102585188564603,10.0
8588,88,100,100,63,100,100,87,7,-0.49552148059541423,44.85134355582137,12.0
8589,100,100,67,100,100,17,14,71,-48.24146200526036,-5.472438601578107,10.4
8590,100,100,100,73,100,12,32,63,-45.173655075179454,-13.552096522553835,10.0
8591,100,100,100,74,100,15,31,100,-33.580005037372416,-10.074001511211724,10.0
8592,100,100,100,81,100,22,33,100,-25.089811418238128,-115.0,20.0
8593,3,17,100,100,100,100,92,4,97.80256203835432,45.0,2.0
8594,15,100,100,100,100,100,3,2,53.43446939396506,106.03034081818952,14.0
8595,100,100,100,100,16,21,96,43,-57.27251213323882,-17.181753639971646,10.0
8596,100,100,100,100,29,26,62,31,-42.95422486868847,-12.886267460606541,10.0
8597,100,99,100,100,100,32,53,23,-32.45365487060451,-9.736096461181353,10.0
8598,100,93,96,100,100,38,52,15,-24.707686468007182,-7.412305940402154,10.0
8599,100,70,100,100,100,45,53,7,-18.9705090522707,39.30884728431879,12.0
8600,60,86,100,100,58,62,4,100,-64.38705150822238,25.683884547533285,12.0
8601,65,88,100,100,67,16,100,59,-97.199490246923,-29.1598470740769,10.0
8602,39,60,100,100,83,18,100,100,-73.73709615098448,-22.121128845295345,10.0
8603,100,48,72,100,100,83,100,100,-56.75195571922404,-17.02558671576721,10.0
8604,97,25,50,100,100,92,33,100,-44.301311622232106,-13.29039348666963,10.0
8605,78,100,22,91,100,100,32,100,-35.12904043122535,-10.538712129367605,10.0
8606,65,100,20,67,100,100,31,100,-28.390442063783667,-8.517132619135099,10.0
8607,55,76,100,30,100,100,91,100,-23.51699145301717,-7.055097435905151,10.0
8608,100,56,100,29,100,100,90,100,-20.155192613601344,-6.046557784080403,10.0
8609,100,41,100,44,100,100,90,92,-18.17440318226602,-5.452320954679806,10.0
8610,100,29,100,100,100,100,89,84,-72.5906148197314,-21.77718444591942,10.0
8611,100,100,31,100,56,100,50,70,-53.59661777743912,-16.078985333231735,10.0
8612,71,100,30,79,100,100,44,100,-39.81663964495971,-11.944991893487911,10.0
8613,54,100,87,35,100,100,42,76,-29.744383852195938,-8.92331515565878,10.0
8614,42,100,96,39,100,100,42,60,-22.34388525475788,-6.703165576427364,10.0
8615,31,50,94,58,100,100,42,53,-16.885021323669207,-5.065506397100762,10.0
8616,21,32,95,79,100,100,64,45,-12.845579449026957,-3.8536738347080868,10.0
8617,12,17,97,100,100,100,100,40,-9.848730522530559,-1.1818476627036667,3.999999999999999
8618,9,13,98,100,100,100,100,39,-8.921937786558146,-18.0,0.8
8619,11,10,31,100,71,100,45,62,9.078062213441854,-44.45531626719349,3.9999999999999996
8620,57,9,9,30,100,71,100,42,54.91861419176797,-28.52441574246961,12.0
8621,100,31,10,14,100,100,100,100,90.34891804249031,18.104675412747092,10.4
8622,100,18,27,20,100,80,100,21,77.90392210709376,23.37117663212813,10.0
8623,22,17,17,45,100,100,20,100,59.66011549560653,-111.0,20.0
8624,86,5,100,35,83,48,100,95,172.33706784454307,6.701120353362917,12.0
8625,83,2,100,38,55,73,100,100,166.3665403056043,4.909962091681287,12.0
8626,86,1,100,36,42,90,100,100,161.45657821392308,3.4369734641769227,12.0
8627,100,1,86,35,35,100,100,100,158.01960474974612,2.405881424923834,12.0
8628,100,1,79,35,33,100,100,100,155.61372332482222,1.6841169974466652,12.0
8629,10,1,74,34,34,100,94,100,153.9296063273756,-45.0,2.0
8630,100,100,1,78,36,36,100,91,-161.383758284868,-48.4151274854604,10.0
8631,92,100,82,11,98,42,40,100,-117.26581707030516,-71.17974512109154,11.6
8632,42,100,65,100,100,18,48,100,-50.019409817346855,-15.005822945204056,10.0
8633,23,100,100,100,100,24,54,100,-38.0736188819003,-11.42208566457009,10.0
8634,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8635,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8636,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8637,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8638,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8639,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8640,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8641,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8642,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8643,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8644,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8645,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8646,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
8647,10,33,100,70,100,30,60,100,-29.257734328668334,0.0,0.0
