,IR0,IR1,IR2,IR3,IR4,IR5,IR6,IR7,Smell,Turn,Move
3831,100,100,13,100,74,100,43,45,41.17208664895696,12.351625994687089,10.0
3832,100,100,100,18,80,69,39,51,29.641368482882967,8.89241054486489,10.0
3833,72,100,100,22,89,57,39,61,21.369449499178188,6.410834849753456,10.0
3834,62,100,100,24,100,53,41,100,15.424437835220147,4.627331350566044,10.0
3835,54,100,100,25,100,52,44,100,11.145963546105918,3.343789063831775,10.0
3836,44,98,100,34,100,53,47,96,8.063387872348358,2.4190163617045073,10.0
3837,35,85,100,44,100,55,51,100,5.840163474742326,1.7520490424226978,10.0
3838,26,69,100,53,100,58,56,27,4.235126303267862,1.2705378909803584,10.0
3839,16,50,100,63,100,61,100,16,3.075216359575677,0.9225649078727031,10.0
3840,6,28,100,100,100,65,100,6,2.236111240617163,45.0,2.0
3841,26,100,100,100,67,100,5,5,-43.067340972560146,77.07979770823195,14.0
3842,100,100,87,70,21,16,34,100,-122.7783790199602,-36.83351370598806,10.0
3843,96,100,100,90,100,22,20,52,-88.11688836742292,-26.435066510226875,10.0
3844,100,80,100,100,90,35,17,23,-63.63267278352629,-19.089801835057887,10.0
3845,37,100,100,62,100,100,15,13,-46.14063811707945,-111.0,20.0
3846,6,1,4,100,92,71,100,84,68.68123362001688,-45.0,2.0
3847,82,6,1,4,100,95,71,100,114.10909152389712,-55.76727254283087,14.0
3848,100,78,35,14,16,78,90,100,170.42060648001268,42.126181944003804,10.4
3849,69,100,17,19,74,98,58,100,129.98912324348294,38.99673697304488,10.0
3850,100,14,14,45,100,65,100,62,93.14862231181979,18.944586693545936,10.4
3851,76,6,10,100,100,100,80,48,76.29920440450388,-22.110238678648837,12.0
3852,100,100,2,16,100,79,100,42,100.97481359267186,30.29244407780156,10.0
3853,58,1,7,100,100,100,51,100,70.8864926493319,-23.73405220520043,12.0
3854,100,100,2,20,100,76,97,38,94.83607592566557,28.45082277769967,10.0
3855,57,1,8,100,100,100,46,100,66.38525314796595,-25.084424055610214,12.0
3856,100,100,2,26,100,78,85,37,91.46967720357623,27.440903161072868,10.0
3857,61,1,9,100,87,100,45,100,64.02877404250341,-25.791367787248976,12.0
3858,100,100,2,30,100,87,80,37,89.8201418297524,26.94604254892572,10.0
3859,63,1,9,100,86,100,44,100,62.87409928082673,-26.13777021575198,12.0
3860,100,100,2,32,100,92,78,37,89.0118694965787,26.70356084897361,10.0
3861,64,1,9,100,85,100,44,100,62.30830864760503,-26.307507405718493,12.0
3862,100,100,2,33,100,100,77,37,88.61581605332356,26.584744815997066,10.0
3863,65,1,10,100,85,100,44,100,62.0310712373265,-26.39067862880205,12.0
3864,100,100,2,33,100,100,77,37,88.42174986612861,26.526524959838582,10.0
3865,65,1,10,100,85,100,43,100,61.89522490629008,-26.431432528112975,12.0
3866,100,100,2,34,100,100,77,37,88.32665743440305,26.497997230320912,10.0
3867,65,1,10,100,85,100,43,100,61.8286602040821,-26.451401938775373,12.0
3868,100,100,2,34,100,100,76,37,88.28006214285745,26.484018642857233,10.0
3869,65,1,10,100,85,100,43,100,61.79604350000022,-26.461186949999934,12.0
3870,100,100,2,34,100,100,76,37,88.25723045000018,26.477169135000054,10.0
3871,65,1,10,100,85,100,43,100,61.780061315000125,-26.465981605499962,12.0
3872,100,100,2,34,100,100,76,37,88.24604292050014,26.473812876150042,10.0
3873,65,1,10,100,85,100,43,100,61.77223004435007,-26.46833098669498,12.0
3874,100,100,2,34,100,100,76,37,88.2405610310451,26.47216830931353,10.0
3875,65,1,10,100,85,100,43,100,61.76839272173163,-26.469482183480512,12.0
3876,100,100,2,34,100,100,76,37,88.23787490521215,-91.0,20.0
3877,59,26,100,100,22,100,100,100,179.29136135593546,53.787408406780635,10.0
3878,15,100,100,27,100,100,100,30,127.10761314135561,38.13228394240668,10.0
3879,10,55,44,96,100,100,21,7,90.94510796316007,45.0,2.0
3880,53,45,87,100,100,20,7,9,46.22958091970946,103.86887427591284,14.0
3881,100,85,100,32,20,76,100,22,-60.04056044335903,-18.01216813300771,10.0
3882,55,100,100,74,32,100,100,12,-43.423898401102406,13.972830479669282,11.2
3883,100,100,100,66,41,77,9,15,-59.36985725389354,27.189042823831937,12.0
3884,100,62,100,56,100,15,16,56,-89.11407473819054,-26.73422242145716,10.0
3885,100,100,58,96,62,24,13,21,-64.30174364602249,-1.290523093806744,10.8
3886,100,100,59,100,72,24,12,20,-64.97671721957602,7.5069848341271985,11.2
3887,100,100,58,100,83,21,13,25,-74.82557809244429,-4.447673427733285,10.8
3888,100,85,100,100,93,23,13,22,-72.5070537354095,-3.7521161206228477,10.8
3889,100,67,100,100,100,24,12,19,-70.89079946195591,5.732760161413232,11.2
3890,100,58,100,100,100,21,13,23,-79.0990318589013,-5.72970955767039,10.8
3891,100,50,100,81,100,23,12,19,-75.60980518252262,4.3170584452432195,11.2
3892,100,45,100,88,100,21,12,21,-82.47704060835326,2.2568878174940252,11.2
3893,100,43,100,91,100,20,12,23,-87.32122581558201,0.8036322553254003,11.2
3894,100,41,100,92,100,21,13,24,-90.72292270497587,-9.21687681149276,10.8
3895,100,52,29,100,100,24,12,18,-83.85546538377417,1.8433603848677507,11.2
3896,100,51,30,100,100,22,11,17,-88.31088567068696,9.506734298793912,11.6
3897,100,41,29,100,100,18,12,24,-100.3940486779104,-3.118214603373115,11.2
3898,100,100,29,100,100,20,12,23,-99.83817945287547,-2.951453835862633,11.2
3899,100,100,29,44,100,22,12,21,-99.43491761592509,-2.8304752847775205,11.2
3900,100,96,30,42,100,22,11,18,-99.1385646412499,6.25843060762503,11.6
3901,100,91,35,48,100,20,12,22,-107.8255141982255,-5.3476542594676495,11.2
3902,100,93,100,43,100,22,11,19,-104.91195679483161,4.52641296155052,11.6
3903,100,85,100,47,100,20,12,100,-111.75374867268931,-6.526124601806789,11.2
3904,100,100,100,45,100,22,11,100,-107.56844703444995,3.729465889665015,11.6
3905,100,100,100,57,100,19,40,100,-113.52226443236657,-34.05667932970997,10.0
3906,85,100,100,100,70,74,8,100,-81.6126994859925,20.516190154202253,12.0
3907,100,100,72,100,100,15,100,100,-104.66446272345604,-117.0,20.0
3908,6,100,100,100,100,100,82,1,13.120245581026666,45.0,2.0
3909,100,100,100,100,100,85,1,6,-32.1238949217784,80.36283152346648,14.0
3910,100,100,85,100,15,21,100,100,-115.41079492183991,-34.62323847655197,10.0
3911,61,100,100,100,99,22,39,100,-83.03094435968165,-24.909283307904495,10.0
3912,100,47,100,100,100,29,30,100,-60.09157749744338,-18.027473249233015,10.0
3913,100,100,100,100,100,100,28,100,-43.66570926786926,-13.099712780360777,10.0
3914,100,100,40,100,100,100,26,100,-31.826614007812623,-9.547984202343786,10.0
3915,75,100,100,100,100,100,25,100,-23.2574412962569,-6.97723238887707,10.0
3916,68,100,100,100,100,100,22,100,-17.036635344490264,-5.110990603347079,10.0
3917,62,100,100,54,100,100,18,100,-12.510120751051716,-3.7530362253155145,10.0
3918,100,100,92,62,100,100,20,100,-9.209772844475708,-2.7629318533427125,10.0
3919,100,100,78,100,100,66,32,100,-6.798843282805706,-2.0396529848417115,10.0
3920,100,29,88,100,100,41,43,100,-5.034292280788918,-1.5102876842366755,10.0
3921,100,21,98,100,100,30,54,100,-3.7403053786927103,-1.122091613607813,10.0
3922,100,13,100,100,100,38,65,100,-2.7894695018307516,-18.836840850549226,10.8
3923,79,100,11,93,100,45,52,100,17.153112558797602,5.1459337676392805,10.0
3924,75,100,5,99,100,50,63,100,12.900183039486876,3.8700549118460628,10.0
3925,70,100,13,100,100,56,76,100,9.757628256753378,2.9272884770260132,10.0
3926,63,99,23,13,100,62,89,100,7.429700621799725,-15.771089813460083,10.8
3927,40,100,57,23,100,71,77,100,25.35973220460727,7.60791966138218,10.0
3928,34,90,58,30,100,74,91,100,19.5890397361361,5.8767119208408305,10.0
3929,28,82,100,37,100,80,100,19,15.302560542297442,4.5907681626892325,10.0
3930,21,74,100,44,100,87,100,12,12.120305648701674,30.636091694610506,11.2
3931,100,76,48,56,100,100,10,12,-21.583293084761124,65.52501207457166,13.2
3932,100,37,100,100,27,20,100,56,-98.46842754041432,-29.540528262124297,10.0
3933,51,100,36,100,100,26,26,89,-77.4438050021887,-23.233141500656608,10.0
3934,37,55,33,50,100,37,23,100,-62.28696942513852,-18.686090827541555,10.0
3935,29,31,100,41,100,59,21,84,-51.37765705629056,-15.413297116887167,10.0
3936,68,19,40,58,80,100,19,97,-43.76458376463751,-13.129375129391251,10.0
3937,76,47,20,100,70,100,15,100,-38.99712382117838,-11.699137146353513,10.0
3938,63,44,10,56,69,100,17,100,-37.243992600891886,-115.0,20.0
3939,58,4,100,77,57,40,84,100,109.85220999727193,-12.044337000818423,12.0
3940,100,1,100,68,58,31,100,78,121.89654699809034,-8.431035900572901,12.0
3941,100,3,98,61,60,27,100,70,130.32758289866325,-5.901725130401026,12.0
3942,100,6,11,58,63,26,100,65,137.62907308529896,-3.711278074410316,12.0
3943,100,9,8,56,65,25,68,64,141.34035115970926,-2.597894652087227,12.0
3944,100,12,7,66,67,25,61,62,143.9382458117965,16.18147374353894,11.2
3945,100,2,100,64,59,30,100,73,127.75677206825753,-6.672968379522743,12.0
3946,100,5,14,59,62,27,100,67,134.42974044778026,-4.6710778656659215,12.0
3947,100,7,10,57,64,26,75,65,139.1008183134462,-3.269754505966141,12.0
3948,100,10,7,60,66,25,65,63,142.37057281941236,-2.2888281541762936,12.0
3949,100,13,6,69,67,25,59,62,144.65940097358867,25.397820292076602,10.8
3950,100,0,100,91,58,34,100,83,119.2615806815121,-9.22152579554637,12.0
3951,100,2,100,64,60,29,100,72,128.48310647705847,-6.45506805688246,12.0
3952,100,5,14,59,62,27,100,67,134.93817453394092,-4.518547639817726,12.0
3953,100,8,9,57,64,26,74,64,139.45672217375864,-3.1629833478724123,12.0
3954,100,10,7,61,66,25,64,63,142.61970552163103,-2.2140883435106886,12.0
3955,100,13,6,70,67,24,59,62,144.83379386514173,25.45013815954252,10.8
3956,100,0,100,92,58,34,100,83,119.38365570559921,-9.184903288320236,12.0
3957,100,2,100,64,60,29,100,72,128.56855899391945,-6.429432301824164,12.0
3958,100,5,14,59,62,27,100,67,134.99799129574365,-4.500602611276911,12.0
3959,100,8,9,57,64,26,73,64,139.49859390702056,-3.1504218278938296,12.0
3960,100,10,7,61,66,25,64,63,142.64901573491437,-2.205295279525693,12.0
3961,100,13,6,70,67,24,59,62,144.85431101444004,25.456293304332014,10.8
3962,100,0,100,92,58,34,100,83,119.39801771010804,-9.180594686967588,12.0
3963,100,2,100,64,60,29,100,72,128.57861239707563,-6.426416280877312,12.0
3964,100,5,14,59,62,27,100,67,135.00502867795296,-4.498491396614114,12.0
3965,100,8,9,57,64,26,73,64,139.50352007456706,-3.1489439776298838,12.0
3966,100,10,7,61,66,25,64,63,142.65246405219693,-2.2042607843409243,12.0
3967,100,13,6,70,67,24,59,62,144.85672483653786,25.45701745096136,10.8
3968,100,0,100,92,58,34,100,83,119.3997073855765,-9.18008778432705,12.0
3969,100,2,100,64,60,29,100,72,128.57979516990355,-116.0,20.0
3970,23,100,76,100,22,77,61,11,-141.50099289871122,-6.450297869613365,11.6
3971,8,100,55,100,33,100,8,3,-144.0857088853046,90.0,4.0
3972,51,100,36,100,12,6,12,100,129.49064820721026,65.84719446216307,23.200000000000003
3973,100,17,76,69,30,100,45,100,89.93050134236341,26.979150402709024,10.0
3974,13,7,96,34,56,49,78,100,74.92702522198181,-31.513135460043273,8.0
3975,100,7,6,88,44,100,53,100,116.07742126515717,-10.176773620452849,12.0
3976,100,8,4,12,54,100,53,100,136.61483372820004,-31.015549881539993,13.2
3977,100,100,11,10,100,70,52,51,170.02817823667942,6.0084534710038255,12.0
3978,89,95,14,16,100,87,46,100,166.4419367661634,49.93258102984902,10.0
3979,90,8,11,100,100,50,100,78,122.69003205289914,-8.192990384130262,12.0
3980,71,100,5,24,100,58,100,70,136.5783626445567,40.97350879336701,10.0
3981,100,74,2,100,70,100,68,64,101.75246702607757,30.525740107823268,10.0
3982,67,4,100,87,100,82,61,99,72.40216469698237,-23.279350590905292,12.0
3983,100,63,5,6,80,100,60,64,102.95973751627105,-14.112078745118687,12.0
3984,100,47,100,11,100,100,61,52,123.18803495264717,0.9564104857941516,11.6
3985,93,37,100,31,100,100,54,46,127.24102278505688,38.17230683551706,10.0
3986,34,48,100,31,100,61,46,79,94.43721605741717,28.33116481722515,10.0
3987,24,100,39,100,97,52,64,100,71.18766263881503,21.35629879164451,10.0
3988,30,100,30,100,74,61,100,13,54.34624890512464,34.303874671537386,10.8
3989,100,37,100,100,70,100,13,22,22.28076207521434,24.6842286225643,10.8
3990,100,21,100,84,88,19,20,78,-2.712478487137446,-0.8137435461412338,10.0
3991,100,17,17,94,97,23,24,68,-2.1788872854875194,-0.6536661856462558,10.0
3992,100,13,13,100,100,28,100,59,-1.7892201835452965,-18.536766055063588,10.8
3993,90,16,10,21,100,37,26,60,20.169419823635792,6.050825947090737,10.0
3994,81,12,9,22,100,35,100,43,17.736472717518836,-21.679058184744353,11.2
3995,70,85,100,14,100,53,100,49,52.454759507983965,6.736427852395188,10.4
3996,59,81,100,18,100,43,100,25,62.34471434422778,18.703414303268335,10.0
3997,51,51,100,26,100,64,42,25,122.87422263925708,36.862266791777124,10.0
3998,48,100,20,100,60,51,31,43,87.034570244598,26.1103710733794,10.0
3999,63,100,16,91,100,32,42,50,61.827845125061344,18.548353537518402,10.0
4000,100,100,14,73,46,56,42,23,43.99769016596929,-117.0,20.0
4001,25,26,25,93,36,100,100,32,161.65706253898634,48.4971187616959,10.0
4002,17,19,100,100,100,35,41,15,114.0843485632522,34.22530456897566,10.0
4003,12,10,100,100,100,55,12,10,80.85169363041001,36.70220323564921,9.2
4004,1,100,46,100,100,16,11,4,44.71708671861717,81.0,3.6
4005,100,100,50,23,14,6,1,6,-36.464526249180835,79.06064212524575,18.0
4006,33,38,18,23,19,97,40,100,-117.1636745603339,-35.149102368100166,10.0
4007,75,25,39,24,37,26,100,32,-83.01573941566284,-24.90472182469885,10.0
4008,100,100,24,39,36,33,95,26,-58.97737137264022,-17.693211411792067,10.0
4009,100,61,100,36,44,44,100,20,-41.96645489864085,-12.589936469592255,10.0
4010,3,87,100,30,55,57,100,12,-29.891873742889118,27.000000000000004,1.2000000000000002
4011,100,53,62,64,57,50,91,3,-56.97996107827464,27.906011676517608,12.0
4012,65,100,34,56,46,100,4,100,-85.09552541232654,19.47134237630204,12.0
4013,43,100,36,65,70,5,22,100,-105.78171295030143,-31.734513885090426,10.0
4014,59,55,57,56,84,100,13,100,-75.05780164391638,-4.517340493174913,10.8
4015,60,23,100,36,90,16,17,100,-71.53744282967631,-21.461232848902892,10.0
4016,100,30,21,60,89,23,15,29,-50.89673657263228,-15.269020971789683,10.0
4017,99,46,23,100,59,92,14,19,-36.26052417726953,-1.8781572531808592,10.4
4018,90,100,25,31,65,29,12,16,-35.00554969411547,16.498335091765362,11.2
4019,77,100,24,100,100,19,12,100,-52.466525024289126,11.260042492713266,11.2
4020,69,100,22,99,100,19,100,77,-64.83986377998747,-19.45195913399624,10.0
4021,56,78,21,32,100,27,100,89,-46.202559656910125,-13.860767897073037,10.0
4022,49,53,100,29,100,36,100,100,-32.964458750999086,-9.889337625299726,10.0
4023,43,40,93,33,100,45,100,100,-23.539978356787685,-7.061993507036306,10.0
4024,37,30,59,100,68,50,100,100,-16.821209247117793,-5.046362774135337,10.0
4025,31,22,39,100,70,40,100,100,-12.026984871439254,-3.608095461431776,10.0
4026,23,14,25,100,74,47,100,100,-8.603730203228565,-11.58111906096857,10.4
4027,21,9,12,97,71,100,100,100,3.0444404934201543,-44.08666785197396,12.0
4028,100,24,10,15,100,86,52,100,48.28756337993377,14.486269013980131,10.0
4029,100,15,9,20,100,100,100,72,34.54692425015685,10.364077275047054,10.0
4030,48,9,7,23,100,64,100,100,24.7438401747537,-37.57684794757389,12.0
4031,100,41,12,13,46,100,81,96,63.79526286674155,-119.0,20.0
4032,100,100,81,100,42,24,33,100,-177.33381738221686,-53.200145214665056,10.0
4033,100,87,41,100,100,49,22,26,-125.21497284021063,-37.56449185206319,10.0
4034,20,100,89,48,100,100,27,14,-88.95664354921416,-17.68699306476425,10.4
4035,5,24,100,100,100,100,28,5,-72.51651161059493,45.0,2.0
4036,22,100,100,100,100,26,4,4,-117.74952754416074,54.675141736751776,14.0
4037,69,100,100,100,29,11,14,72,-172.65964642045458,-42.797893926136375,10.4
4038,76,68,100,100,100,23,9,12,-130.8252085875048,32.752437423748574,13.2
4039,100,81,52,100,54,15,14,45,-164.0266610087637,-40.207998302629115,10.4
4040,48,100,74,58,100,35,11,12,-124.82164505060734,25.5535064848178,12.799999999999999
4041,100,41,100,100,100,17,11,23,-151.07579670969892,-9.322739012909672,11.6
4042,100,51,75,71,100,20,10,17,-142.54323580266197,2.237029259201414,12.0
4043,100,49,31,80,100,19,10,18,-145.56761477129828,1.329715568610517,12.0
4044,100,100,31,95,100,18,10,18,-147.62828740027078,0.7115137799187679,12.0
4045,100,100,31,100,100,18,10,19,-149.0285560239646,0.2914331928106222,12.0
4046,100,100,30,48,100,18,11,20,-149.97655898784905,-8.992967696354711,11.6
4047,100,100,100,43,100,21,9,14,-141.7144207709033,11.485673768729008,12.4
4048,100,100,100,52,100,16,10,100,-153.76001491306874,-1.128004473920619,12.0
4049,100,100,100,50,100,18,100,40,-153.1920857520559,-45.95762572561677,10.0
4050,31,100,56,100,59,100,9,100,-108.19898645874451,12.540304062376649,12.0
4051,13,93,58,100,94,19,31,89,-121.76957292438385,-21.918523126389093,6.0
4052,16,8,53,100,72,100,21,100,-100.44045396344427,-75.13213618903328,12.0
4053,18,100,93,14,53,100,100,8,-25.82960406369034,28.251118780892895,12.4
4054,100,53,97,21,100,88,6,9,-55.08062871368861,73.47581138589342,14.0
4055,93,6,63,100,21,20,100,44,-129.66530734045125,-83.89959220213538,12.0
4056,100,41,93,29,83,100,16,16,-46.649515166782294,-13.994854550034688,10.0
4057,100,100,36,95,30,100,12,9,-33.21776693055341,62.03466992083398,13.2
4058,35,38,99,45,42,16,100,100,-96.60024362697999,-28.980073088093995,10.0
4059,100,21,87,57,100,25,100,100,-68.58942243017998,-20.576826729053995,10.0
4060,100,52,17,99,50,41,33,100,-48.80128151465891,-14.640384454397672,10.0
4061,73,100,28,22,69,100,31,100,-34.76593899138635,-10.429781697415905,10.0
4062,100,100,46,28,100,100,33,100,-24.787910868480935,-128.0,20.0
4063,45,7,100,100,100,42,100,56,105.32706859201335,-13.401879422395996,12.0
4064,100,1,53,100,100,56,30,71,118.91906346873839,-9.324280959378484,12.0
4065,100,2,20,100,93,75,32,100,128.24334442811687,-6.5269966715649375,12.0
4066,100,6,12,100,79,100,34,100,134.7703410996818,-4.568897670095467,12.0
4067,62,11,7,100,84,100,35,100,139.4097695841125,5.8229308752337445,11.6
4068,100,6,11,100,80,93,33,100,133.58683870887876,-4.923948387336374,12.0
4069,64,10,7,100,83,100,35,100,138.51078709621515,-3.4467638711354525,12.0
4070,57,15,6,100,86,100,36,100,141.95755096735058,42.587265290205174,10.0
4071,20,5,100,89,100,37,100,53,99.37028567714549,-15.188914296856353,12.0
4072,100,1,100,100,100,49,30,63,114.5591999740019,-10.632240007799432,12.0
4073,100,2,22,100,100,67,31,100,125.1914399818013,-7.442568005459613,12.0
4074,100,5,12,100,79,89,33,100,132.63400798726093,-5.20979760382172,12.0
4075,100,9,8,100,83,100,34,100,137.84380559108263,-3.6468583226752145,12.0
4076,58,14,6,100,86,100,36,100,141.49066391375788,33.44719917412736,10.4
4077,100,2,100,100,100,43,100,55,108.04346473963051,-12.586960578110848,12.0
4078,100,1,37,100,100,58,30,73,120.63042531774136,-8.810872404677596,12.0
4079,100,4,15,100,89,78,32,100,129.44129772241888,-6.16761068327434,12.0
4080,100,7,9,100,81,100,33,100,135.60890840569323,-4.317327478292036,12.0
4081,61,12,7,100,84,100,35,100,139.9262358839852,14.977870765195558,11.2
4082,100,2,23,100,100,66,31,100,124.94836511878964,-7.515490464363111,12.0
4083,100,5,12,100,79,88,32,100,132.46385558315274,-5.260843325054182,12.0
4084,100,9,8,100,83,100,34,100,137.72469890820696,-3.682590327537916,12.0
4085,58,14,6,100,86,100,36,100,141.40728923574488,33.422186770723464,10.4
4086,100,2,100,100,100,43,100,55,107.98510246502144,-12.604469260493566,12.0
4087,100,1,37,100,100,58,30,73,120.58957172551493,-8.823128482345524,12.0
4088,100,4,15,100,89,78,32,100,129.41270020786044,-6.1761899376418725,12.0
4089,100,7,9,100,81,100,33,100,135.58889014550232,-4.323332956349304,12.0
4090,61,12,7,100,84,100,35,100,139.91222310185162,14.973666930555485,11.2
4091,100,2,23,100,100,66,31,100,124.93855617129611,-7.518433148611166,12.0
4092,100,5,12,100,79,88,32,100,132.45698931990728,-5.262903204027815,12.0
4093,100,9,8,100,83,100,34,100,137.71989252393507,-128.0,20.0
4094,62,23,24,66,24,67,100,100,-96.43190572148922,-28.929571716446763,10.0
4095,100,38,22,100,100,38,100,72,-68.50602598605468,-20.551807795816405,10.0
4096,100,89,29,28,84,39,100,100,-48.77124588856884,-14.631373766570652,10.0
4097,38,100,44,32,100,44,75,100,-34.76725234569932,-10.430175703709795,10.0
4098,38,100,66,40,55,100,69,100,-24.806084146068883,-7.441825243820665,10.0
4099,36,100,95,49,59,100,68,100,-17.710469286172952,-5.3131407858518855,10.0
4100,100,12,100,60,66,100,69,100,-12.65139940767267,-30.795419822301803,11.2
4101,83,100,12,100,68,100,60,84,18.55833899894367,5.5675016996831,10.0
4102,73,100,11,100,78,100,60,94,13.26843780406773,3.9805313412203187,10.0
4103,64,100,10,22,88,100,62,100,9.491544274946477,2.847463282483943,10.0
4104,54,100,100,21,99,79,64,100,6.793328991763076,2.0379986975289226,10.0
4105,45,100,98,19,100,79,66,100,4.864721701464987,1.459416510439496,10.0
4106,35,100,97,22,100,81,69,100,3.485528740862435,1.0456586222587305,10.0
4107,25,100,95,33,100,83,72,100,2.498752733256538,0.7496258199769613,10.0
4108,15,100,92,44,100,85,75,18,1.7923895691836833,0.537716870755105,10.0
4109,6,100,100,100,100,87,78,7,1.2864949487783406,45.0,2.0
4110,99,100,100,100,89,80,6,5,-43.915106007532586,76.82546819774022,14.0
4111,100,37,100,86,23,14,100,100,-122.46382206808676,-36.73914662042603,10.0
4112,100,100,36,100,98,22,100,81,-87.15496058235243,-26.146488174705727,10.0
4113,100,65,100,100,100,37,14,100,-62.278088430989044,-9.683426529296714,10.4
4114,100,100,100,45,100,46,23,100,-53.765434430651965,-16.12963032919559,10.0
4115,55,100,64,100,100,100,23,100,-38.55437315631184,-11.566311946893551,10.0
4116,100,100,67,100,100,100,25,100,-27.686995294647886,-8.306098588394365,10.0
4117,100,45,90,100,76,100,27,100,-19.905264582741893,-5.971579374822568,10.0
4118,100,27,100,80,84,100,30,100,-14.324636961677015,-4.297391088503105,10.0
4119,100,25,100,73,100,35,32,100,-10.318044508413323,-3.095413352523997,10.0
4120,100,23,19,86,100,39,34,100,-7.4388605216180395,-2.2316581564854117,10.0
4121,100,100,17,100,100,43,36,100,-5.368101901559214,-1.6104305704677642,10.0
4122,100,100,15,100,100,46,38,95,-3.877559124205277,-1.163267737261583,10.0
4123,100,100,100,29,100,49,100,85,-2.803773662525032,-0.8411320987575095,10.0
4124,90,100,100,25,100,52,100,76,-2.0295613087856736,-91.0,20.0
4125,100,71,86,99,100,58,100,28,92.87650546321657,27.862951638964972,10.0
4126,100,80,72,100,50,100,27,100,66.80795533897503,20.04238660169251,10.0
4127,51,73,82,100,100,73,26,100,48.24227134881869,14.472681404645606,10.0
4128,34,69,100,100,100,23,100,100,34.93008837644112,10.479026512932336,10.0
4129,52,66,100,100,100,39,100,100,25.344737062704098,7.603421118811229,10.0
4130,42,62,100,90,100,58,100,21,18.423660144945984,5.527098043483795,10.0
4131,32,54,100,94,100,100,100,9,13.416110972977492,49.024833291893245,12.0
4132,48,100,97,100,100,18,27,25,-37.30176893426517,-11.19053068027955,10.0
4133,27,32,100,100,90,19,29,17,-27.219497004519553,-8.165849101355866,10.0
4134,13,27,100,100,89,25,23,9,-19.911202523396923,41.415983545788556,8.0
4135,19,100,100,88,34,23,7,10,-63.20328012772853,71.03901596168144,14.0
4136,100,100,100,41,24,19,15,100,-136.80409659638792,-41.04122897891637,10.0
4137,100,100,100,100,52,26,22,3,-98.29040819650413,15.512877541048763,12.0
4138,100,82,100,100,50,22,11,1,-113.80328573755287,46.85901427873414,13.6
4139,69,100,100,64,35,7,55,100,-161.6990313546878,-48.50970940640634,10.0
4140,100,100,100,100,72,41,12,100,-115.36587776825502,-7.6097633304765,11.2
4141,100,100,100,100,78,15,15,100,-110.20069731331017,-33.06020919399305,10.0
4142,100,100,100,100,100,81,11,15,-79.43435017879301,12.169694946362096,11.6
4143,94,100,100,100,100,19,11,20,-94.18548896944776,7.744353309165671,11.6
4144,84,100,100,100,100,18,13,100,-104.43076827293453,-13.329230481880359,10.8
4145,73,99,100,100,100,24,12,100,-93.42105269132048,-1.0263158073961414,11.2
4146,62,83,100,80,100,23,26,100,-94.93734571902905,-28.481203715708716,10.0
4147,67,55,100,100,100,100,12,100,-68.61007252390175,6.4169782428294795,11.2
4148,51,46,100,100,100,23,100,100,-77.55097578188577,-23.26529273456573,10.0
4149,65,38,51,100,100,100,26,100,-56.260515490170064,-16.87815464705102,10.0
4150,100,38,37,100,100,100,25,100,-40.97721814581928,-12.293165443745783,10.0
4151,100,41,33,63,100,100,24,100,-29.938449119152097,-8.981534735745628,10.0
4152,100,48,32,50,100,100,24,100,-21.933063327493414,-6.579918998248024,10.0
4153,100,58,33,45,100,100,61,100,-16.110461407768298,-4.83313842233049,10.0
4154,100,69,36,44,100,45,100,100,-11.865435250072096,-3.559630575021629,10.0
4155,100,82,39,45,100,45,81,93,-8.764017643617194,-121.0,20.0
4156,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4157,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4158,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4159,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4160,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4161,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4162,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4163,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4164,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4165,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4166,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4167,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4168,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4169,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4170,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4171,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4172,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4173,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4174,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4175,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4176,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4177,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4178,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4179,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4180,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4181,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
4182,10,65,95,100,77,51,76,100,117.853881367197,0.0,0.0
